"Managing Agency","FMS ID","Year-Month Reported","Total Budget","Spend to Date","Spend to Date %","Budget Variance","Budget Variance %"
"QPL","LQCC-XCES","202409","$5,482,000","$0","0%","$-1,270,000","-18.8%"
"QPL","LQCC-XCES","202501","$5,482,000","$0","0%","$0","0%"
"QPL","LQCC-XCES","202505","$4,304,000","$0","0%","$-1,178,000","-21.48%"
"QPL","LQCC-XCES","202509","$4,366,000","$0","0%","$62,000","1.44%"
"QPL","LQCC-XCES","202601","$4,366,000","$0","0%","$0","0%"
"QPL","LQCC-XCES","202605","$4,366,000","$0","0%","$0","0%"
"QPL","LQCEL-AUD","202409","$11,000,000","$0","0%",,
"QPL","LQCEL-AUD","202501","$11,000,000","$0","0%","$0","0%"
"QPL","LQCEL-AUD","202505","$7,000,000","$0","0%","$-4,000,000","-36.36%"
"QPL","LQCEL-AUD","202509","$7,000,000","$0","0%","$0","0%"
"QPL","LQCEL-AUD","202601","$7,000,000","$0","0%","$0","0%"
"QPL","LQCEL-AUD","202605","$7,000,000","$0","0%","$0","0%"
"QPL","LQCELHVAC","201902","$2,000,000",,,,
"QPL","LQCELHVAC","202305","$13,239,000","$0","0%","$11,239,000","561.95%"
"QPL","LQCELHVAC","202309","$13,239,000","$0","0%","$0","0%"
"QPL","LQCELHVAC","202401","$8,908,000","$0","0%","$-4,331,000","-32.71%"
"QPL","LQCELHVAC","202405","$8,908,000","$0","0%","$0","0%"
"QPL","LQCELHVAC","202409","$8,908,000","$0","0%","$0","0%"
"QPL","LQCELHVAC","202501","$8,908,000","$0","0%","$0","0%"
"QPL","LQCELHVAC","202505","$8,908,000","$0","0%","$0","0%"
"QPL","LQCELHVAC","202509","$8,908,000","$0","0%","$0","0%"
"QPL","LQCELHVAC","202601","$8,908,000","$0","0%","$0","0%"
"QPL","LQCELHVAC","202605","$8,908,000","$0","0%","$0","0%"
"QPL","LQCH-RES","202309","$2,800,000","$0","0%",,
"QPL","LQCH-RES","202401","$2,800,000","$0","0%","$0","0%"
"QPL","LQCH-RES","202405","$2,800,000","$0","0%","$0","0%"
"QPL","LQCH-RES","202409","$2,800,000","$0","0%","$0","0%"
"QPL","LQCH-RES","202501","$2,800,000","$0","0%","$0","0%"
"QPL","LQCH-RES","202505","$2,800,000","$0","0%","$0","0%"
"QPL","LQCH-RES","202509","$8,864,000","$0","0%","$6,064,000","216.57%"
"QPL","LQCORENOV","202305","$26,223,000","$0","0%",,
"QPL","LQCORENOV","202309","$26,223,000","$0","0%","$0","0%"
"QPL","LQCORENOV","202401","$31,223,000","$0","0%","$5,000,000","19.06%"
"QPL","LQCORENOV","202405","$31,223,000","$0","0%","$0","0%"
"QPL","LQCORENOV","202409","$41,378,000","$0","0%","$10,155,000","32.52%"
"QPL","LQCORENOV","202501","$41,378,000","$0","0%","$0","0%"
"QPL","LQEFRENOV","202509","$21,900,000","$0","0%",,
"QPL","LQEFRENOV","202601","$21,900,000","$0","0%","$0","0%"
"QPL","LQEFRENOV","202605","$21,900,000","$0","0%","$0","0%"
"QPL","LQFL-REP","202305","$5,400,000","$0","0%","$-43,000","-0.79%"
"QPL","LQFL-REP","202309","$5,400,000","$0","0%","$0","0%"
"QPL","LQFL-REP","202401","$9,487,000","$0","0%","$4,087,000","75.68%"
"QPL","LQFL-REP","202405","$9,487,000","$0","0%","$0","0%"
"QPL","LQFL-REP","202409","$9,487,000","$0","0%","$0","0%"
"QPL","LQFL-REP","202501","$9,487,000","$0","0%","$0","0%"
"QPL","LQFL-REP","202505","$9,487,000","$0","0%","$0","0%"
"QPL","LQFL-REP","202509","$9,487,000","$0","0%","$0","0%"
"QPL","LQFL-REP","202203","$5,443,000",,,,
"QPL","LQFL-REP","202601","$9,487,000","$0","0%","$0","0%"
"QPL","LQFL-REP","202605","$9,487,000","$0","0%","$0","0%"
"QPL","LQFLSVELV","202409","$3,000,000","$0","0%",,
"QPL","LQFLSVELV","202501","$3,000,000","$0","0%","$0","0%"
"QPL","LQFLSVELV","202505","$3,000,000","$0","0%","$0","0%"
"QPL","LQFLSVELV","202509","$3,000,000","$0","0%","$0","0%"
"QPL","LQFLSVELV","202601","$3,000,000","$0","0%","$0","0%"
"QPL","LQFLSVELV","202605","$3,000,000","$0","0%","$0","0%"
"QPL","LQGL-RES","202409","$1,000,000","$0","0%",,
"QPL","LQGL-RES","202501","$1,000,000","$0","0%","$0","0%"
"QPL","LQGL-RES","202505","$1,000,000","$0","0%","$0","0%"
"QPL","LQGL-RES","202509","$1,000,000","$0","0%","$0","0%"
"QPL","LQGL-RES","202601","$1,000,000","$0","0%","$0","0%"
"QPL","LQGL-RES","202605","$1,000,000","$0","0%","$0","0%"
"QPL","LQGORN-25","202409","$6,000,000","$0","0%",,
"QPL","LQGORN-25","202501","$6,000,000","$0","0%","$0","0%"
"QPL","LQGORN-25","202505","$6,000,000","$0","0%","$0","0%"
"QPL","LQGORN-25","202509","$6,000,000","$0","0%","$0","0%"
"QPL","LQGORN-25","202601","$6,000,000","$0","0%","$0","0%"
"QPL","LQGORN-25","202605","$7,500,000","$0","0%","$1,500,000","25%"
"QPL","LQHILRENO","201902","$1,450,000",,,,
"QPL","LQHILRENO","202305","$1,314,000","$0","0%","$-136,000","-9.37%"
"QPL","LQHILRENO","202309","$1,314,000","$0","0%","$0","0%"
"QPL","LQHILRENO","202401","$1,314,000","$0","0%","$0","0%"
"QPL","LQHILRENO","202405","$1,314,000","$0","0%","$0","0%"
"QPL","LQHILRENO","202409","$1,314,000","$0","0%","$0","0%"
"QPL","LQHILRENO","202501","$1,314,000","$0","0%","$0","0%"
"QPL","LQHILRENO","202505","$1,314,000","$0","0%","$0","0%"
"QPL","LQHILRENO","202509","$1,314,000","$0","0%","$0","0%"
"QPL","LQHILRENO","202601","$1,314,000","$0","0%","$0","0%"
"QPL","LQHILRENO","202605","$1,314,000","$0","0%","$0","0%"
"QPL","LQLAHEXTR","201902","$1,116,000",,,,
"QPL","LQLAHEXTR","202305","$1,009,000","$0","0%","$-107,000","-9.58%"
"QPL","LQLAHEXTR","202309","$1,009,000","$0","0%","$0","0%"
"QPL","LQLAHEXTR","202401","$1,009,000","$0","0%","$0","0%"
"QPL","LQLAHEXTR","202405","$1,009,000","$0","0%","$0","0%"
"QPL","LQLAHEXTR","202409","$1,009,000","$0","0%","$0","0%"
"QPL","LQLAHEXTR","202501","$1,009,000","$0","0%","$0","0%"
"QPL","LQLAHEXTR","202505","$1,009,000","$0","0%","$0","0%"
"QPL","LQLAHEXTR","202509","$1,009,000","$0","0%","$0","0%"
"QPL","LQLAHEXTR","202601","$1,009,000","$0","0%","$0","0%"
"QPL","LQLAHEXTR","202605","$1,009,000","$0","0%","$0","0%"
"QPL","LQLERENOV","202509","$21,900,000","$0","0%",,
"QPL","LQLERENOV","202601","$21,900,000","$0","0%","$0","0%"
"QPL","LQLERENOV","202605","$21,900,000","$0","0%","$0","0%"
"QPL","LQLI-ROOF","202305","$950,000","$0","0%",,
"QPL","LQLI-ROOF","202309","$950,000","$0","0%","$0","0%"
"QPL","LQLI-ROOF","202401","$1,772,000","$0","0%","$822,000","86.52%"
"QPL","LQLI-ROOF","202405","$1,772,000","$0","0%","$0","0%"
"QPL","LQLI-ROOF","202409","$3,953,000","$0","0%","$2,181,000","123.08%"
"QPL","LQLI-ROOF","202501","$3,953,000","$0","0%","$0","0%"
"QPL","LQLI-ROOF","202505","$3,953,000","$0","0%","$0","0%"
"QPL","LQMARN-23","202309","$14,420,000","$0","0%",,
"QPL","LQMARN-23","202401","$14,420,000","$0","0%","$0","0%"
"QPL","LQMARN-23","202405","$13,065,000","$0","0%","$-1,355,000","-9.39%"
"QPL","LQMARN-23","202409","$13,065,000","$0","0%","$0","0%"
"QPL","LQNFP-ADA","202305","$8,064,000","$0","0%",,
"QPL","LQNFP-ADA","202309","$8,064,000","$0","0%","$0","0%"
"QPL","LQNFP-ADA","202401","$13,882,000","$0","0%","$5,818,000","72.14%"
"QPL","LQNFP-ADA","202405","$13,882,000","$0","0%","$0","0%"
"QPL","LQNFP-ADA","202409","$17,271,000","$0","0%","$3,389,000","24.41%"
"QPL","LQNN_27","202605","$18,400,000","$0","0%",,
"QPL","LQNO-HVAC","201902","$850,000",,,,
"QPL","LQNO-HVAC","202305","$773,000","$0","0%","$-77,000","-9.05%"
"QPL","LQNO-HVAC","202309","$773,000","$0","0%","$0","0%"
"QPL","LQNO-HVAC","202401","$2,123,000","$0","0%","$1,350,000","174.64%"
"QPL","LQNO-HVAC","202405","$2,123,000","$0","0%","$0","0%"
"QPL","LQNO-HVAC","202409","$3,923,000","$0","0%","$1,800,000","84.78%"
"QPL","LQNO-HVAC","202501","$3,923,000","$0","0%","$0","0%"
"QPL","LQNO-HVAC","202505","$3,923,000","$0","0%","$0","0%"
"QPL","LQNO-HVAC","202509","$3,923,000","$0","0%","$0","0%"
"QPL","LQNO-HVAC","202601","$3,923,000","$0","0%","$0","0%"
"QPL","LQNO-HVAC","202605","$3,923,000","$0","0%","$0","0%"
"QPL","LQPHRS-23","202305","$300,000","$0","0%",,
"QPL","LQPHRS-23","202309","$300,000","$0","0%","$0","0%"
"QPL","LQPHRS-23","202401","$300,000","$0","0%","$0","0%"
"QPL","LQPHRS-23","202405","$300,000","$0","0%","$0","0%"
"QPL","LQPHRS-23","202409","$300,000","$0","0%","$0","0%"
"QPL","LQPHRS-23","202501","$300,000","$0","0%","$0","0%"
"QPL","LQPHRS-23","202505","$300,000","$0","0%","$0","0%"
"QPL","LQPHRS-23","202509","$300,000","$0","0%","$0","0%"
"QPL","LQPHRS-23","202601","$300,000","$0","0%","$0","0%"
"QPL","LQPHRS-23","202605","$300,000","$0","0%","$0","0%"
"QPL","LQPMRN-23","202305","$3,000,000","$0","0%",,
"QPL","LQPMRN-23","202309","$3,000,000","$0","0%","$0","0%"
"QPL","LQPMRN-23","202401","$3,000,000","$0","0%","$0","0%"
"QPL","LQPMRN-23","202405","$3,000,000","$0","0%","$0","0%"
"QPL","LQPMRN-23","202409","$3,000,000","$0","0%","$0","0%"
"QPL","LQPMRN-23","202501","$3,000,000","$0","0%","$0","0%"
"QPL","LQPMRN-23","202505","$3,000,000","$0","0%","$0","0%"
"QPL","LQPMRN-23","202509","$3,000,000","$0","0%","$0","0%"
"QPL","LQPMRN-23","202601","$3,000,000","$0","0%","$0","0%"
"QPL","LQPMRN-23","202605","$3,000,000","$0","0%","$0","0%"
"QPL","LQPOMHVAC","201710","$500,000",,,,
"QPL","LQPOMHVAC","202305","$453,000","$0","0%","$-47,000","-9.4%"
"QPL","LQPOMHVAC","202309","$453,000","$0","0%","$0","0%"
"QPL","LQPOMHVAC","202401","$453,000","$0","0%","$0","0%"
"QPL","LQPOMHVAC","202405","$453,000","$0","0%","$0","0%"
"QPL","LQPOMHVAC","202409","$453,000","$0","0%","$0","0%"
"QPL","LQPOMHVAC","202501","$453,000","$0","0%","$0","0%"
"QPL","LQPOMHVAC","202505","$453,000","$0","0%","$0","0%"
"QPL","LQPOMHVAC","202509","$453,000","$0","0%","$0","0%"
"QPL","LQPOMHVAC","202601","$453,000","$0","0%","$0","0%"
"QPL","LQPOMHVAC","202605","$453,000","$0","0%","$0","0%"
"QPL","LQQA21CTQ","202004","$1,000,000",,,,
"QPL","LQQA21CTQ","202305","$2,801,000","$0","0%","$1,801,000","180.1%"
"QPL","LQQA21CTQ","202309","$2,801,000","$0","0%","$0","0%"
"QPL","LQQA21CTQ","202401","$2,801,000","$0","0%","$0","0%"
"QPL","LQQA21CTQ","202405","$2,801,000","$0","0%","$0","0%"
"QPL","LQQA21CTQ","202409","$2,801,000","$0","0%","$0","0%"
"QPL","LQQA21CTQ","202501","$2,801,000","$0","0%","$0","0%"
"QPL","LQQA21CTQ","202505","$2,801,000","$0","0%","$0","0%"
"QPL","LQQA21CTQ","202509","$2,801,000","$0","0%","$0","0%"
"QPL","LQQA21CTQ","202601","$2,801,000","$0","0%","$0","0%"
"QPL","LQQA21CTQ","202605","$2,801,000","$0","0%","$0","0%"
"QPL","LQQBH-RES","202203","$2,800,000",,,,
"QPL","LQQBH-RES","202305","$1,000,000","$0","0%","$-1,800,000","-64.28%"
"QPL","LQQBH-RES","202309","$2,800,000","$0","0%","$1,800,000","180%"
"QPL","LQQBH-RES","202401","$2,800,000","$0","0%","$0","0%"
"QPL","LQQBH-RES","202405","$2,800,000","$0","0%","$0","0%"
"QPL","LQQBH-RES","202409","$2,800,000","$0","0%","$0","0%"
"QPL","LQQBH-RES","202501","$2,800,000","$0","0%","$0","0%"
"QPL","LQQBH-RES","202505","$2,800,000","$0","0%","$0","0%"
"QPL","LQQBH-RES","202509","$2,800,000","$0","0%","$0","0%"
"QPL","LQQBH-RES","202601","$2,800,000","$0","0%","$0","0%"
"QPL","LQQBH-RES","202605","$2,800,000","$0","0%","$0","0%"
"QPL","LQQV-TECH","201902","$200,000",,,,
"QPL","LQQV-TECH","202305","$182,000","$0","0%","$-18,000","-9%"
"QPL","LQQV-TECH","202309","$182,000","$0","0%","$0","0%"
"QPL","LQQV-TECH","202401","$182,000","$0","0%","$0","0%"
"QPL","LQQV-TECH","202405","$182,000","$0","0%","$0","0%"
"QPL","LQQV-TECH","202409","$182,000","$0","0%","$0","0%"
"QPL","LQQV-TECH","202501","$182,000","$0","0%","$0","0%"
"QPL","LQQV-TECH","202505","$182,000","$0","0%","$0","0%"
"QPL","LQQV-TECH","202509","$182,000","$0","0%","$0","0%"
"QPL","LQQV-TECH","202601","$200,000","$0","0%","$18,000","9.89%"
"QPL","LQQV-TECH","202605","$200,000","$0","0%","$0","0%"
"QPL","LQRH-RENO","202305","$15,178,000","$0","0%",,
"QPL","LQRH-RENO","202309","$15,178,000","$0","0%","$0","0%"
"QPL","LQRH-RENO","202401","$18,147,000","$0","0%","$2,969,000","19.56%"
"QPL","LQRH-RENO","202405","$18,147,000","$0","0%","$0","0%"
"QPL","LQRH-RENO","202409","$18,415,000","$0","0%","$268,000","1.47%"
"QPL","LQRH-RENO","202501","$18,415,000","$0","0%","$0","0%"
"QPL","LQRH-RENO","202505","$18,415,000","$0","0%","$0","0%"
"QPL","LQRVRN-25","202409","$11,700,000","$0","0%",,
"QPL","LQRVRN-25","202501","$11,700,000","$0","0%","$0","0%"
"QPL","LQRVRN-25","202505","$11,700,000","$0","0%","$0","0%"
"QPL","LQRVRN-25","202509","$11,700,000","$0","0%","$0","0%"
"QPL","LQRVRN-25","202601","$11,700,000","$0","0%","$0","0%"
"QPL","LQRVRN-25","202605","$11,700,000","$0","0%","$0","0%"
"QPL","LQSE-ROOF","201902","$891,000",,,,
"QPL","LQSE-ROOF","202305","$800,000","$0","0%","$-91,000","-10.21%"
"QPL","LQSE-ROOF","202309","$800,000","$0","0%","$0","0%"
"QPL","LQSE-ROOF","202401","$800,000","$0","0%","$0","0%"
"QPL","LQSE-ROOF","202405","$800,000","$0","0%","$0","0%"
"QPL","LQSE-ROOF","202409","$800,000","$0","0%","$0","0%"
"QPL","LQSE-ROOF","202501","$800,000","$0","0%","$0","0%"
"QPL","LQSE-ROOF","202505","$800,000","$0","0%","$0","0%"
"QPL","LQSE-ROOF","202509","$800,000","$0","0%","$0","0%"
"QPL","LQSE-ROOF","202601","$800,000","$0","0%","$0","0%"
"QPL","LQSE-ROOF","202605","$800,000","$0","0%","$0","0%"
"QPL","LQSE-WIN","202305","$800,000","$0","0%","$-91,000","-10.21%"
"QPL","LQSE-WIN","202309","$800,000","$0","0%","$0","0%"
"QPL","LQSE-WIN","202401","$800,000","$0","0%","$0","0%"
"QPL","LQSE-WIN","202405","$800,000","$0","0%","$0","0%"
"QPL","LQSE-WIN","202409","$800,000","$0","0%","$0","0%"
"QPL","LQSE-WIN","202501","$800,000","$0","0%","$0","0%"
"QPL","LQSE-WIN","202505","$800,000","$0","0%","$0","0%"
"QPL","LQSE-WIN","202509","$800,000","$0","0%","$0","0%"
"QPL","LQSE-WIN","201902","$891,000",,,,
"QPL","LQSE-WIN","202601","$800,000","$0","0%","$0","0%"
"QPL","LQSE-WIN","202605","$800,000","$0","0%","$0","0%"
"QPL","LQSHORTFA","202305","$6,000,000","$0","0%",,
"QPL","LQSHORTFA","202309","$18,640,000","$0","0%","$12,640,000","210.66%"
"QPL","LQSHORTFA","202401","$13,285,000","$0","0%","$-5,355,000","-28.72%"
"QPL","LQSHORTFA","202405","$13,285,000","$0","0%","$0","0%"
"QPL","LQSHORTFA","202409","$3,130,000","$0","0%","$-10,155,000","-76.43%"
"QPL","LQSHORTFA","202501","$3,130,000","$0","0%","$0","0%"
"QPL","LQSHORTFA","202505","$1,569,000","$0","0%","$-1,561,000","-49.87%"
"QPL","LQSHORTFA","202509","$738,000","$0","0%","$-831,000","-52.96%"
"QPL","LQSHORTFA","202601","$738,000","$0","0%","$0","0%"
"QPL","LQSHORTFA","202605","$738,000","$0","0%","$0","0%"
"QPL","LQSHRN-23","202305","$14,400,000","$0","0%",,
"QPL","LQSHRN-23","202309","$14,400,000","$0","0%","$0","0%"
"QPL","LQSHRN-23","202401","$14,400,000","$0","0%","$0","0%"
"QPL","LQSHRN-23","202405","$14,400,000","$0","0%","$0","0%"
"QPL","LQSHRN-23","202409","$14,400,000","$0","0%","$0","0%"
"QPL","LQSHRN-23","202501","$14,400,000","$0","0%","$0","0%"
"QPL","LQSHRN-23","202505","$20,387,000","$0","0%","$5,987,000","41.57%"
"QPL","LQSJ-INT","202305","$14,300,000","$0","0%",,
"QPL","LQSJ-INT","202309","$13,550,000","$0","0%","$-750,000","-5.24%"
"QPL","LQSJ-INT","202401","$13,550,000","$0","0%","$0","0%"
"QPL","LQSJ-INT","202405","$13,550,000","$0","0%","$0","0%"
"QPL","LQSJ-INT","202409","$19,305,000","$0","0%","$5,755,000","42.47%"
"QPL","LQSJ-INT","202501","$19,305,000","$0","0%","$0","0%"
"QPL","LQSTW-RES","202309","$2,800,000","$0","0%",,
"QPL","LQSTW-RES","202401","$2,800,000","$0","0%","$0","0%"
"QPL","LQSTW-RES","202405","$2,800,000","$0","0%","$0","0%"
"QPL","LQSTW-RES","202409","$2,800,000","$0","0%","$0","0%"
"QPL","LQSTW-RES","202501","$2,800,000","$0","0%","$0","0%"
"QPL","LQSTW-RES","202505","$2,800,000","$0","0%","$0","0%"
"QPL","LQSTW-RES","202509","$2,800,000","$0","0%","$0","0%"
"QPL","LQSTW-RES","202601","$2,800,000","$0","0%","$0","0%"
"QPL","LQSTW-RES","202605","$2,800,000","$0","0%","$0","0%"
"QPL","LQSTWSOLR","201902","$150,000",,,,
"QPL","LQSTWSOLR","202305","$134,000","$0","0%","$-16,000","-10.66%"
"QPL","LQSTWSOLR","202309","$134,000","$0","0%","$0","0%"
"QPL","LQSTWSOLR","202401","$134,000","$0","0%","$0","0%"
"QPL","LQSTWSOLR","202405","$134,000","$0","0%","$0","0%"
"QPL","LQSTWSOLR","202409","$134,000","$0","0%","$0","0%"
"QPL","LQSTWSOLR","202501","$134,000","$0","0%","$0","0%"
"QPL","LQSTWSOLR","202505","$134,000","$0","0%","$0","0%"
"QPL","LQSTWSOLR","202509","$134,000","$0","0%","$0","0%"
"QPL","LQSTWSOLR","202601","$134,000","$0","0%","$0","0%"
"QPL","LQSTWSOLR","202605","$134,000","$0","0%","$0","0%"
"QPL","LQSZ-RENO","202305","$21,437,000","$0","0%",,
"QPL","LQSZ-RENO","202309","$20,687,000","$0","0%","$-750,000","-3.49%"
"QPL","LQSZ-RENO","202401","$20,687,000","$0","0%","$0","0%"
"QPL","LQSZ-RENO","202405","$20,687,000","$0","0%","$0","0%"
"QPL","LQSZ-RENO","202409","$20,687,000","$0","0%","$0","0%"
"QPL","LQSZ-RENO","202501","$20,687,000","$0","0%","$0","0%"
"QPL","LQWHRN-26","202601","$23,088,000","$0","0%",,
"QPL","LQWHRN-26","202605","$23,088,000","$0","0%","$0","0%"
"QPL","LQWP-MASO","201902","$350,000",,,,
"QPL","LQWP-MASO","202305","$350,000","$0","0%","$0","0%"
"QPL","LQWP-MASO","202309","$350,000","$0","0%","$0","0%"
"QPL","LQWP-MASO","202401","$350,000","$0","0%","$0","0%"
"QPL","LQWP-MASO","202405","$350,000","$0","0%","$0","0%"
"QPL","LQWP-MASO","202409","$350,000","$0","0%","$0","0%"
"QPL","LQWP-MASO","202501","$350,000","$0","0%","$0","0%"
"QPL","LQWP-MASO","202505","$350,000","$0","0%","$0","0%"
"QPL","LQWP-MASO","202509","$350,000","$0","0%","$0","0%"
"QPL","LQWP-MASO","202601","$350,000","$0","0%","$0","0%"
"QPL","LQWP-MASO","202605","$350,000","$0","0%","$0","0%"
"QPL","LQWP-TECH","201902","$200,000",,,,
"QPL","LQWP-TECH","202305","$144,000","$0","0%","$-56,000","-28%"
"QPL","LQWP-TECH","202309","$144,000","$0","0%","$0","0%"
"QPL","LQWP-TECH","202401","$144,000","$0","0%","$0","0%"
"QPL","LQWP-TECH","202405","$144,000","$0","0%","$0","0%"
"QPL","LQWP-TECH","202409","$144,000","$0","0%","$0","0%"
"QPL","LQWP-TECH","202501","$144,000","$0","0%","$0","0%"
"QPL","LQWP-TECH","202505","$144,000","$0","0%","$0","0%"
"QPL","LQWP-TECH","202509","$144,000","$0","0%","$0","0%"
"QPL","LQWP-TECH","202601","$144,000","$0","0%","$0","0%"
"QPL","LQWP-TECH","202605","$144,000","$0","0%","$0","0%"
"QPL","LQWSRN-23","202305","$300,000","$0","0%",,
"QPL","LQWSRN-23","202309","$300,000","$0","0%","$0","0%"
"QPL","LQWSRN-23","202401","$300,000","$0","0%","$0","0%"
"QPL","LQWSRN-23","202405","$300,000","$0","0%","$0","0%"
"QPL","LQWSRN-23","202409","$300,000","$0","0%","$0","0%"
"QPL","LQWSRN-23","202501","$300,000","$0","0%","$0","0%"
"QPL","LQWSRN-23","202505","$300,000","$0","0%","$0","0%"
"QPL","LQWSRN-23","202509","$300,000","$0","0%","$0","0%"
"QPL","LQWSRN-23","202601","$300,000","$0","0%","$0","0%"
"QPL","LQWSRN-23","202605","$300,000","$0","0%","$0","0%"
"QPL","LQWS-TEEN","201902","$150,000",,,,
"QPL","LQWS-TEEN","202305","$134,000","$0","0%","$-16,000","-10.66%"
"QPL","LQWS-TEEN","202309","$134,000","$0","0%","$0","0%"
"QPL","LQWS-TEEN","202401","$134,000","$0","0%","$0","0%"
"QPL","LQWS-TEEN","202405","$134,000","$0","0%","$0","0%"
"QPL","LQWS-TEEN","202409","$134,000","$0","0%","$0","0%"
"QPL","LQWS-TEEN","202501","$134,000","$0","0%","$0","0%"
"QPL","LQWS-TEEN","202505","$134,000","$0","0%","$0","0%"
"QPL","LQWS-TEEN","202509","$134,000","$0","0%","$0","0%"
"QPL","LQWS-TEEN","202601","$134,000","$0","0%","$0","0%"
"QPL","LQWS-TEEN","202605","$134,000","$0","0%","$0","0%"
"QPL","LQWSTTECH","201902","$100,000",,,,
"QPL","LQWSTTECH","202305","$44,000","$0","0%","$-56,000","-56%"
"QPL","LQWSTTECH","202309","$44,000","$0","0%","$0","0%"
"QPL","LQWSTTECH","202401","$44,000","$0","0%","$0","0%"
"QPL","LQWSTTECH","202405","$44,000","$0","0%","$0","0%"
"QPL","LQWSTTECH","202409","$44,000","$0","0%","$0","0%"
"QPL","LQWSTTECH","202501","$44,000","$0","0%","$0","0%"
"QPL","LQWSTTECH","202505","$44,000","$0","0%","$0","0%"
"QPL","LQWSTTECH","202509","$44,000","$0","0%","$0","0%"
"QPL","LQWSTTECH","202601","$44,000","$0","0%","$0","0%"
"QPL","LQWSTTECH","202605","$44,000","$0","0%","$0","0%"
"DOE","ACEDOE211","202309","$4,861,472","$0","0%",,
"DOE","ACEDOE211","202401","$4,861,472","$0","0%","$0","0%"
"DOE","ACEDOE211","202405","$4,861,472","$0","0%","$0","0%"
"DOE","ACEDOE211","202409","$4,861,472","$0","0%","$0","0%"
"DOE","ACEDOE211","202501","$4,861,472","$0","0%","$0","0%"
"DOE","ACEDOE211","202505","$4,861,472","$0","0%","$0","0%"
"DOE","ACEDOE211","202509","$4,861,472","$0","0%","$0","0%"
"DOE","ACEDOE211","202601","$4,861,472","$1,699,706.72","34.96%","$0","0%"
"DOE","ACEDOE211","202605","$4,861,472","$1,699,706.72","34.96%","$0","0%"
"DOE","ACEFIT241","202409","$953,291","$0","0%",,
"DOE","ACEFIT241","202501","$953,291","$0","0%","$0","0%"
"DOE","ACEFIT241","202505","$953,291","$0","0%","$0","0%"
"DOE","ACEFIT241","202509","$953,291","$0","0%","$0","0%"
"DOE","ACEFIT241","202601","$953,291","$0","0%","$0","0%"
"DOE","ACEFIT241","202605","$953,291","$0","0%","$0","0%"
"DOE","SCACIP08","202309","$4,500,000","$1,058,404.5","23.52%",,
"DOE","SCACIP08","202401","$4,500,000","$2,846,933.4","63.26%","$0","0%"
"DOE","SCACIP08","202405","$4,500,000","$3,566,238.8","79.24%","$0","0%"
"DOE","SCACIP08","202409","$4,500,000","$3,833,199.73","85.18%","$0","0%"
"DOE","SCACIP08","202501","$4,500,000","$3,957,213.68","87.93%","$0","0%"
"DOE","SCACIP08","202505","$4,500,000","$4,016,830.73","89.26%","$0","0%"
"DOE","SCACIP08","202509","$4,500,000","$4,027,698.73","89.5%","$0","0%"
"DOE","SCACIP08","202601","$4,500,000","$4,137,780.81","91.95%","$0","0%"
"DOE","SCACIP08","202605","$4,500,000","$4,137,780.81","91.95%","$0","0%"
"DOE","SCAELQ008","202509","$44,813,305.83","$1,036,122.91","2.31%",,
"DOE","SCAELQ008","202601","$44,813,305.83","$2,018,585.15","4.5%","$0","0%"
"DOE","SCAELQ008","202605","$44,813,305.83","$2,142,768.28","4.78%","$0","0%"
"DOE","SCAELQ107","202509","$450,109.14","$400,561.77","88.99%",,
"DOE","SCAELQ107","202601","$450,109.14","$503,352.08","111.82%","$0","0%"
"DOE","SCAELQ107","202605","$450,109.14","$510,263.11","113.36%","$0","0%"
"CUNY","ACECUN211","202205","$146,000",,,,
"CUNY","ACECUN211","202305","$146,000","$0","0%","$0","0%"
"CUNY","ACECUN211","202309","$145,776","$0","0%","$-224","-0.15%"
"CUNY","ACECUN211","202401","$145,776","$0","0%","$0","0%"
"CUNY","ACECUN211","202405","$145,776","$0","0%","$0","0%"
"CUNY","ACECUN211","202409","$145,776","$0","0%","$0","0%"
"CUNY","ACECUN211","202501","$145,776","$0","0%","$0","0%"
"CUNY","ACECUN211","202505","$145,776","$0","0%","$0","0%"
"CUNY","ACECUN211","202509","$145,776","$0","0%","$0","0%"
"CUNY","ACECUN211","202601","$145,776","$3,400.65","2.33%","$0","0%"
"CUNY","ACECUN211","202605","$145,776","$5,633.71","3.86%","$0","0%"
"CUNY","ACECUN212","202205","$2,383,000",,,,
"CUNY","ACECUN212","202305","$2,383,000","$0","0%","$0","0%"
